nonaccredited_cnt,investment_cnt,accredited_sum,facility_cnt,meal_cnt,research_rank,nonaccredited_rank,speaking_sum,education_cnt,honoraria_cnt,grant_rank,consulting_rank,grant_sum,honoraria_rank,investment_rank,general_rank,meal_rank,royalty_rank,travel_sum,grant_cnt,royalty_cnt,investment_sum,honoraria_sum,id,facility_sum,entertainment_rank,entertainment_sum,gift_cnt,travel_cnt,drugname,charitable_sum,accredited_cnt,desc,speaking_rank,research_sum,travel_rank,charitable_cnt,categories,meal_sum,speaking_cnt,gift_sum,accredited_rank,royalty_sum,general_cnt,class,consulting_cnt,education_rank,research_cnt,total_sum,nonaccredited_sum,total_count,education_sum,companies,gift_rank,entertainment_cnt,url,general_sum,consulting_sum,charitable_rank,facility_rank
,,,,2107,287,,36715,,,,206,,,,350,294,,10976,,,,,5737,,,,,35,CALDOLOR,,,Treats fever and mild to severe pain. This medicine is an NSAID.,238,266238,372,,{},45241,21,,,,2168,Analgesic,5,,19,139933,,2168,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010649/?report=details,139933,47000,,
,,,,2107,287,,36715,,,,206,,,,350,294,,10976,,,,,5737,,,,,35,CALDOLOR,,,Treats fever and mild to severe pain. This medicine is an NSAID.,238,266238,372,,{},45241,21,,,,2168,Central Nervous System Agent,5,,19,139933,,2168,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010649/?report=details,139933,47000,,
,,,,2107,287,,36715,,,,206,,,,350,294,,10976,,,,,5737,,,,,35,CALDOLOR,,,Treats fever and mild to severe pain. This medicine is an NSAID.,238,266238,372,,{},45241,21,,,,2168,Musculoskeletal Agent,5,,19,139933,,2168,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010649/?report=details,139933,47000,,
,,,,3,242,,,,,,,,,,1128,889,,,,,,,8037,,,,,,ONTAK,,,Treats cutaneous T-cell lymphoma.,,399556,,,{},150,,,,,3,Antineoplastic Agent,,,129,150,,3,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009847/?report=details,150,,,
,,,,147,315,,52750,1875,,,600,,,,296,517,,2869,,,,,8711,,,,,25,RISPERDAL,,,"Treats schizophrenia, bipolar disorder, and irritability caused by autistic disorder.",226,194103,518,,{},8424,31,,,,2079,Antipsychotic,1,13,11,203244,,2079,137199,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012012/?report=details,203244,2000,,
,,,,393,270,,10000,,,,185,,,,450,536,,6009,,,,,6741,,,,,7,FOLOTYN,,,Treats T-cell lymphoma.,328,316834,457,,{},6885,1,,,,420,Antineoplastic Agent,19,,10,78715,,420,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011802/?report=details,78715,55820,,
,,,,565,469,,,,123,,,,13,,220,405,,54402,,,,276200,9245,,,,,149,SYNRIBO,,,Treats chronic myeloid leukemia (CML).,,41940,160,,{},20192,,,,,837,Antineoplastic Agent,,,5,350794,,837,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014597/?report=details,350794,,,
,,,,56,247,,,,,,,,,,1035,731,,,,,,,5724,,,,,,CABAZITAXEL,,,Treats prostate cancer.,,390241,,,{},966,,,,,56,Antineoplastic Agent,,,5,966,,56,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009388/?report=details,966,,,
,,,,412,317,,34214,10,,,400,,,,488,527,21,8724,,3,,,6793,,,,,23,GADAVIST,,,"A contrast agent used to help create pictures of the brain, spinal cord, or breast during magnetic resonance imaging (MRI) scans.",243,192781,410,,{},7853,31,,,132594,478,Diagnostic Agent,2,274,60,63490,,478,198,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010423/?report=details,63490,12500,,
,,,,412,317,,34214,10,,,400,,,,488,527,21,8724,,3,,,6793,,,,,23,GADAVIST,,,"A contrast agent used to help create pictures of the brain, spinal cord, or breast during magnetic resonance imaging (MRI) scans.",243,192781,410,,{},7853,31,,,132594,478,Radiological Contrast Media,2,274,60,63490,,478,198,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010423/?report=details,63490,12500,,
1,,,,776,475,80,,824,18,,80,,77,,222,313,,94,,,,14500,7316,,2,896,,2,JETREA,,,Treats an eye condition called symptomatic vitreomacular adhesion.,,40244,665,,{},39573,,,,,1674,Ophthalmologic Agent,23,20,5,345865,3000,1674,104382,{},,30,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014595/?report=details,345865,183419,,
13,,,,243,267,40,,,,,,,,,502,588,,1244,,,,,8497,,,,,8,PROQUAD,,,"Prevents infection by the measles (rubeola), mumps, rubella (German measles), and varicella (chickenpox) viruses. This vaccine is used in children 12 months to 12 years of age.",,326998,584,,{},4195,,,,,264,Vaccine,,,172,57794,52355,264,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011046/?report=details,57794,,,
,,,,48,280,,11110,,,,162,,,,404,533,,16133,,,,,7697,,,,,52,MIPOMERSEN,,,Treats high cholesterol levels in people with homozygous familial hypercholesterolemia (HoHF).,324,282539,324,,{},7133,5,,,,121,Antihyperlipidemic,16,,104,101607,,121,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014592/?report=details,101607,67230,,
,,,,1896,398,,,,,,61,,,,246,367,,,,,,,7562,,,,,,MAKENA,,,,,91581,,,{},25481,,,,,1918,Endocrine-Metabolic Agent,22,,35,283259,,1918,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010623/?report=details,283259,257777,,
,,,,1896,398,,,,,,61,,,,246,367,,,,,,,7562,,,,,,MAKENA,,,,,91581,,,{},25481,,,,,1918,Hydroxyprogesterone,22,,35,283259,,1918,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010623/?report=details,283259,257777,,
,,,,404,269,,,17,,,233,,,,506,554,,9996,,,,,6128,,,,,30,CYMBALTA,,,"Treats depression, anxiety, diabetic peripheral neuropathy, fibromyalgia, or chronic muscle or bone pain. This medicine is an SSNRI.",,317756,394,,{},5732,,,,,466,Antidepressant,15,220,41,55470,,466,557,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010059/?report=details,55470,39185,,
,,,,404,269,,,17,,,233,,,,506,554,,9996,,,,,6128,,,,,30,CYMBALTA,,,"Treats depression, anxiety, diabetic peripheral neuropathy, fibromyalgia, or chronic muscle or bone pain. This medicine is an SSNRI.",,317756,394,,{},5732,,,,,466,Central Nervous System Agent,15,220,41,55470,,466,557,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010059/?report=details,55470,39185,,
,,,,404,269,,,17,,,233,,,,506,554,,9996,,,,,6128,,,,,30,CYMBALTA,,,"Treats depression, anxiety, diabetic peripheral neuropathy, fibromyalgia, or chronic muscle or bone pain. This medicine is an SSNRI.",,317756,394,,{},5732,,,,,466,Neuropathic Pain Agent,15,220,41,55470,,466,557,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010059/?report=details,55470,39185,,
,,,,475,288,,27725,2,,,283,,,,388,436,,37175,,,,,8957,,,,,88,SOMAVERT,,,Treats acromegaly (a growth hormone disorder) in patients who cannot be treated with surgery or radiation.,264,261376,205,,{},15360,16,,,,593,Endocrine-Metabolic Agent,12,406,18,111081,,593,13,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011627/?report=details,111081,30806,,
51,,,3,561,357,20,,4,,,,,,,280,513,,93994,,,,,7271,1850,,,,97,INTRON A,,,"Treats hepatitis, cancer, and genital warts.",,140732,106,,{},8814,,,,,716,Antineoplastic Agent,,309,3,225949,121180,716,110,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010742/?report=details,225949,,,125
51,,,3,561,357,20,,4,,,,,,,280,513,,93994,,,,,7271,1850,,,,97,INTRON A,,,"Treats hepatitis, cancer, and genital warts.",,140732,106,,{},8814,,,,,716,Antiproliferative Agent,,309,3,225949,121180,716,110,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010742/?report=details,225949,,,125
51,,,3,561,357,20,,4,,,,,,,280,513,,93994,,,,,7271,1850,,,,97,INTRON A,,,"Treats hepatitis, cancer, and genital warts.",,140732,106,,{},8814,,,,,716,Antiviral,,309,3,225949,121180,716,110,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010742/?report=details,225949,,,125
51,,,3,561,357,20,,4,,,,,,,280,513,,93994,,,,,7271,1850,,,,97,INTRON A,,,"Treats hepatitis, cancer, and genital warts.",,140732,106,,{},8814,,,,,716,Immunological Agent,,309,3,225949,121180,716,110,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010742/?report=details,225949,,,125
,,,,3549,333,,,1875,,,509,,,,299,273,,942,,,,,7274,,,,,2,INVEGA,,,Treats schizophrenia (a mental disorder). Used alone or together with other medicines to treat patients with schizoaffective disorder.,,170808,601,,{},51292,,,,,5428,Antipsychotic,2,13,2,194294,,5428,137199,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011564/?report=details,194294,4859,,
,,,3,1345,327,,9000,1690,,,,,,,305,411,,2885,,,,,6297,5850,,,,10,DOXIL,,,"Treats cancer, including ovarian cancer, multiple myeloma, and Kaposi sarcoma.",334,178745,517,,{},19225,3,,,,3051,Antineoplastic Agent,,10,3,185476,,3051,148515,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010037/?report=details,185476,,,73
,,,1,7998,490,,202375,21,,,636,,,,228,161,,10400,,,,,6617,850,,,,34,EXALGO,,,Treats moderate to severe pain. This medicine is a narcotic pain reliever.,138,34725,386,,{},112003,88,,,,8143,Analgesic,1,289,2,326781,,8143,151,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010611/?report=details,326781,1000,,143
,,,1,7998,490,,202375,21,,,636,,,,228,161,,10400,,,,,6617,850,,,,34,EXALGO,,,Treats moderate to severe pain. This medicine is a narcotic pain reliever.,138,34725,386,,{},112003,88,,,,8143,Central Nervous System Agent,1,289,2,326781,,8143,151,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010611/?report=details,326781,1000,,143
93,,,3,7391,476,16,,46,,,358,,,,233,149,,16753,,,,,6802,2525,,,,105,GANIRELIX,,,Keeps a woman from ovulating too soon when undergoing infertility treatment.,,39886,316,,{},122865,,,,,7877,Endocrine-Metabolic Agent,239,237,4,318902,158450,7877,384,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010450/?report=details,318902,17925,,106
93,,,3,7391,476,16,,46,,,358,,,,233,149,,16753,,,,,6802,2525,,,,105,GANIRELIX,,,Keeps a woman from ovulating too soon when undergoing infertility treatment.,,39886,316,,{},122865,,,,,7877,Female Reproductive Agent,239,237,4,318902,158450,7877,384,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010450/?report=details,318902,17925,,106
,,,,3,262,,,,,,,,,,1037,859,,711,,,,,5615,,,,,4,BIOTHRAX,,,Protects against infections caused by anthrax.,,339500,614,,{},229,,,,,7,Vaccine,,,13,941,,7,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009029/?report=details,941,,,
,,,,9901,366,,,18,,,154,,,,286,153,,28942,,,,,9132,,,,,133,STRATTERA,,,Treats attention deficit hyperactivity disorder (ADHD).,,122593,242,,{},117650,,,,,10079,Central Nervous System Agent,27,209,3,217716,,10079,737,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009141/?report=details,217716,70386,,
,,,,4,285,,1073,,,,211,,,,474,809,,22576,,,,,9681,,,,,16,VERAMYST,,,"Treats allergy symptoms, such as runny or stuffy nose. This medicine is a corticosteroid.",417,270373,273,,{},458,2,,,,29,Corticosteroid,7,,60,68931,,29,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0021965/?report=details,68931,44823,,
,,,,4,285,,1073,,,,211,,,,474,809,,22576,,,,,9681,,,,,16,VERAMYST,,,"Treats allergy symptoms, such as runny or stuffy nose. This medicine is a corticosteroid.",417,270373,273,,{},458,2,,,,29,Intermediate,7,,60,68931,,29,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0021965/?report=details,68931,44823,,
,,,,4,285,,1073,,,,211,,,,474,809,,22576,,,,,9681,,,,,16,VERAMYST,,,"Treats allergy symptoms, such as runny or stuffy nose. This medicine is a corticosteroid.",417,270373,273,,{},458,2,,,,29,Corticosteroid,7,,60,68931,,29,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0021965/?report=details,68931,44823,,
,,,,4,285,,1073,,,,211,,,,474,809,,22576,,,,,9681,,,,,16,VERAMYST,,,"Treats allergy symptoms, such as runny or stuffy nose. This medicine is a corticosteroid.",417,270373,273,,{},458,2,,,,29,Strong,7,,60,68931,,29,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0021965/?report=details,68931,44823,,
,,,6,171,294,,25619,4,,,267,,,,417,500,,21648,,,,,8526,5150,,,,38,PULMOZYME,,,Treats cystic fibrosis.,271,238769,283,,{},9486,13,,,,252,Mucolytic,20,293,41,95096,,252,148,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010019/?report=details,95096,33044,,76
,,,,2496,312,,34297,,,,288,,,,391,310,,5109,,,,,6686,,,,,19,FINACEA,,,Treats rosacea and severe acne.,242,203853,474,,{},40253,19,,,,2541,Antiacne Antibacterial,7,,52,109008,,2541,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009168/?report=details,109008,29347,,
,,,,66,390,,1200,,,,74,,,,289,686,,904,,,,,7389,,,,,3,KOGENATE FS,,,Prevents and controls bleeding in patients with hemophilia A.,416,97265,603,,{},1632,4,,,,83,Antihemophilic Agent,10,,2,208697,,83,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009047/?report=details,208697,204960,,
,,,,66,390,,1200,,,,74,,,,289,686,,904,,,,,7389,,,,,3,KOGENATE FS,,,Prevents and controls bleeding in patients with hemophilia A.,416,97265,603,,{},1632,4,,,,83,Hemostatic,10,,2,208697,,83,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009047/?report=details,208697,204960,,
,,,,104,277,,5847,,,,,,,,794,673,,1500,,,,,7904,,,,,11,NIASPAN,,,Lowers cholesterol and triglyceride levels in the blood and treats niacin deficiency (pellagra). Also reduces heart attack risk and narrowing of the arteries in people who have heart disease. This medicine is a vitamin (B3).,356,296732,571,,{},1835,108,,,,223,Antihyperlipidemic,,,7,9183,,223,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011393/?report=details,9183,,,
,,,,104,277,,5847,,,,,,,,794,673,,1500,,,,,7904,,,,,11,NIASPAN,,,Lowers cholesterol and triglyceride levels in the blood and treats niacin deficiency (pellagra). Also reduces heart attack risk and narrowing of the arteries in people who have heart disease. This medicine is a vitamin (B3).,356,296732,571,,{},1835,108,,,,223,Nutriceutical,,,7,9183,,223,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011393/?report=details,9183,,,
,,,,104,277,,5847,,,,,,,,794,673,,1500,,,,,7904,,,,,11,NIASPAN,,,Lowers cholesterol and triglyceride levels in the blood and treats niacin deficiency (pellagra). Also reduces heart attack risk and narrowing of the arteries in people who have heart disease. This medicine is a vitamin (B3).,356,296732,571,,{},1835,108,,,,223,Nutritive Agent,,,7,9183,,223,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011393/?report=details,9183,,,
,,,,5121,309,,,36,,,,,,,432,201,,1082,,,,,6653,,,,,4,FANAPT,,,Treats a mental disorder called schizophrenia.,,219679,594,,{},84717,,,,,5161,Antipsychotic,,273,8,85998,,5161,198,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010670/?report=details,85998,,,
,,,,15,276,,,,,,,,,,1099,849,,,,,,,5377,,,,,,ARIMIDEX,,,Treats breast cancer.,,300942,,,{},281,,,,,15,Antineoplastic Agent,,,5,281,,15,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009010/?report=details,281,,,
,,,,15,276,,,,,,,,,,1099,849,,,,,,,5377,,,,,,ARIMIDEX,,,Treats breast cancer.,,300942,,,{},281,,,,,15,Endocrine-Metabolic Agent,,,5,281,,15,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009010/?report=details,281,,,
6,,,,96,297,61,,,,,,,,,485,552,,44531,,,,,7136,,,,,48,IMPLANON,,,Prevents pregnancy. This medicine is a hormone mixed in a plastic rod.,,233977,186,,{},5801,,,,,150,Contraceptive,,,396,65033,14700,150,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010230/?report=details,65033,,,
6,,,,96,297,61,,,,,,,,,485,552,,44531,,,,,7136,,,,,48,IMPLANON,,,Prevents pregnancy. This medicine is a hormone mixed in a plastic rod.,,233977,186,,{},5801,,,,,150,Progestin,,,396,65033,14700,150,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010230/?report=details,65033,,,
,,,,3826,310,,3610,,,,338,,,,447,264,,,,,,,9250,,,,,,SYSTANE,,,"Relieves dryness, irritation, or discomfort in your eyes.",379,214989,,,{},55190,3,,,,3845,Lubricant,16,,9,79597,,3845,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010639/?report=details,79597,20796,,
,,,,3826,310,,3610,,,,338,,,,447,264,,,,,,,9250,,,,,,SYSTANE,,,"Relieves dryness, irritation, or discomfort in your eyes.",379,214989,,,{},55190,3,,,,3845,Ocular,16,,9,79597,,3845,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010639/?report=details,79597,20796,,
,,,,3826,310,,3610,,,,338,,,,447,264,,,,,,,9250,,,,,,SYSTANE,,,"Relieves dryness, irritation, or discomfort in your eyes.",379,214989,,,{},55190,3,,,,3845,Surgical Aid,16,,9,79597,,3845,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010639/?report=details,79597,20796,,
,,,,3826,310,,3610,,,,338,,,,447,264,,,,,,,9250,,,,,,SYSTANE,,,"Relieves dryness, irritation, or discomfort in your eyes.",379,214989,,,{},55190,3,,,,3845,Ocular,16,,9,79597,,3845,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010639/?report=details,79597,20796,,
,,,,2206,427,,135150,,,,,,,,294,275,,17554,,,,,9260,,,,,47,TACLONEX,,,Treats plaque psoriasis. This medicine is a combination of a steroid and vitamin D.,165,66884,311,,{},51159,81,,,,2334,Antipsoriatic,,,24,203863,,2334,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009268/?report=details,203863,,,
,,,,3717,580,,64175,2,,,156,,,,259,174,,11322,,,,,6329,,,,,27,DUREZOL,,,Treats eye irritation and inflammation. This medicine is a corticosteroid.,211,10680,368,,{},102692,30,,,,3795,Anti-Inflammatory,19,117,4,252977,,3795,5000,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009942/?report=details,252977,69787,,
,,,,2385,423,,111570,45,,58,651,2000,,,301,259,,17534,1,,,,9754,,,,,97,VIVITROL,,,Helps prevent alcohol or drug abuse relapse.,180,71996,312,,{},57390,92,,,,2621,Ethanol Dependency,1,233,36,189528,,2621,434,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011330/?report=details,189528,600,,
,,,,799,362,,,2,,,141,,,,359,390,,18019,,,,,6811,,,,,59,GATTEX,,,Treats short bowel syndrome (SBS).,,130481,307,,{},21811,,,,,895,Gastrointestinal Agent,35,86,18,130371,,895,11115,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014614/?report=details,130371,79425,,
,,,,2114,485,,118600,7,,,496,,,,285,268,,32685,,,,,6801,,,,,158,GAMUNEX-C,,,Treats problems with your immune system. Helps prevent infections or makes the infection less severe. Treats disorders that involve the muscle and nervous systems. Also used to improve muscle strength and disability in certain patients.,175,36786,227,,{},53410,66,,,,2348,Immune Serum,3,93,6,219806,,2348,10111,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010684/?report=details,219806,5000,,
,,,,291,531,,142950,,,,266,,,,274,446,,40958,,,,,5197,,,,,144,AFLIBERCEPT,,,"Treats neovascular (wet) age-related macular degeneration (AMD), macular edema after retinal vein occlusion, and diabetic macular edema (DME).",162,21309,196,,{},14286,56,,,,499,Ophthalmologic Agent,8,,6,231244,,499,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014310/?report=details,231244,33050,,
,,,,17,306,,13191,57,,,474,,,,636,797,,,,,,,7767,,,,,,MULTAQ,,,Treats heart rhythm problems.,314,225456,,,{},525,11,,,,91,Antiarrhythmic,6,123,158,24499,,91,4555,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010047/?report=details,24499,6227,,
2,,,,307,318,75,5340,,,,618,,,,511,501,,33220,,,,,9398,,,,,102,TOBI,,,Treats lung infections in patients who have cystic fibrosis. This medicine is an aminoglycoside antibiotic.,359,191745,223,,{},9463,2,,,,414,Antibiotic,1,,10,54398,5000,414,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0012444/?report=details,54398,1375,,
,,,3,3348,491,,101853,55,,,428,,,,293,233,,16492,,,,,6688,5000,,,,55,FIRMAGON,,,Treats advanced prostate cancer.,190,34137,320,,{},69502,44,,,,3506,Antiandrogen,1,186,1,203989,,3506,1141,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009842/?report=details,203989,9999,,78
,,,,7,598,,,,,,595,,,,945,879,18,,,3,,,7559,,,,,,MAGNEVIST,,,Used in magnetic resonance imaging (MRI) scans. Helps images of internal organs and tissues show up better. This medicine is a gadolinium-based contrast agent (GBCA).,,7886,,,{},166,,,,226074,8,Radiological Non-Ionic Contrast Media,1,,9,2416,,8,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0010429/?report=details,2416,2250,,
,,,,25,304,,,2,,,,,,,947,659,,,,,,,9280,,,,,,TARGRETIN,,,Treats skin problems. This medicine is a retinoid.,,228860,,,{},2185,,,,,27,Antineoplastic Agent,,272,28,2385,,27,199,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009286/?report=details,2385,,,
,,,,25,304,,,2,,,,,,,947,659,,,,,,,9280,,,,,,TARGRETIN,,,Treats skin problems. This medicine is a retinoid.,,228860,,,{},2185,,,,,27,Antineoplastic,,272,28,2385,,27,199,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009286/?report=details,2385,,,
,,,,25,304,,,2,,,,,,,947,659,,,,,,,9280,,,,,,TARGRETIN,,,Treats skin problems. This medicine is a retinoid.,,228860,,,{},2185,,,,,27,Dermatological,,272,28,2385,,27,199,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009286/?report=details,2385,,,
,,,,25,304,,,2,,,,,,,947,659,,,,,,,9280,,,,,,TARGRETIN,,,Treats skin problems. This medicine is a retinoid.,,228860,,,{},2185,,,,,27,Dermatological Agent,,272,28,2385,,27,199,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009286/?report=details,2385,,,
,,,,54,324,,,1,,,291,,,,534,689,,1674,,,,,8581,,,,,3,RAVICTI,15000,,Treats urea cycle disorders to help remove nitrogen from the body.,,180825,560,1,{},1610,,,,,85,Hyperammonemia Agent,26,350,22,47295,,85,56,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0014582/?report=details,47295,28955,5,
27,,,7,6097,474,33,,,,,,,,,313,190,,9989,,,,,8346,3940,,,1,53,PNEUMOVAX 23,,,,,40746,396,,{},92223,,25,,,6185,Vaccine,,,1,180145,73967,6185,,{},46,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0011768/?report=details,180145,,,89
,,,,60,332,,7600,2,,,277,,,,550,656,,1171,,,,,9262,,,,,7,TAFINLAR,,,Treats melanoma (skin cancer).,347,174152,589,,{},2209,2,,,,75,Antineoplastic Agent,4,341,32,42635,,75,66,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0015546/?report=details,42635,31587,,
,,,1,69,344,,3950,,1,,284,,96,,496,555,,15022,,,,4500,9864,250,,,,63,XYNTHA,,,Prevents and controls bleeding in patients with hemophilia A.,373,150316,328,,{},5720,2,,,,146,Antihemophilic Agent,10,,17,60217,,146,,{},,,http://www.ncbi.nlm.nih.gov/pubmedhealth/PMHT0009047/?report=details,60217,30775,,164
