nonaccredited_cnt,investment_cnt,accredited_sum,meal_cnt,research_rank,nonaccredited_rank,speaking_sum,education_cnt,honoraria_cnt,grant_rank,consulting_rank,grant_sum,honoraria_rank,investment_rank,general_rank,meal_rank,royalty_rank,travel_sum,grant_cnt,royalty_cnt,investment_sum,honoraria_sum,id,facility_sum,entertainment_rank,entertainment_sum,gift_cnt,travel_cnt,charitable_sum,accredited_cnt,speaking_rank,research_sum,travel_rank,charitable_cnt,drugs,meal_sum,accredited_rank,cleanname,gift_sum,speaking_cnt,royalty_sum,general_cnt,consulting_cnt,education_rank,research_cnt,education_sum,nonaccredited_sum,facility_cnt,gift_rank,devices,entertainment_cnt,general_sum,consulting_sum,charitable_rank,facility_rank
,2,,,,,,,,,,,,12,320,,,,,,160941,,1723,,,,,,,,,,,,{},,,"Opus Of Eastern Pa, LLC",,,,2,,,,,,,,{},,160941,,,
,,,11,,,,,,,,,,,917,592,184,,,2,,,1724,,,,,,,,,,,,{},855,,Origio Inc.,,,1360,11,,,,,,,,{},,855,,,
,,,2,,,,,,,459,,,,584,689,,20473,,,,,1725,,,,3,2,,,,,261,,{},285,,Orion Corpotion,185,,,9,2,,,,,,163,{},,31086,10143,,
,,59882,1469,,,163554,,,60,106,74246,,,135,136,53,59825,1036,14,,,1726,,,,,24,20550,14,119,,149,14,{},85029,16,Ormco Corporation,,22,313685,2629,50,,,,,,,{},,717382,254292,25,
,,,11,402,,,,,,467,,,,734,655,,,,,,,1727,,,,,,,,,3500,,,{},433,,Orthalign Inc.,,,,25,14,,1,,,,,{},,10081,9647,,
,,,96,,,,2,,,184,,,,359,360,29,11313,,137,,,1728,,63,58,,13,,,,,336,,{},7259,,Ortho Development Corporation,,,1029310,126,14,237,,883,,,,{},1,116515,97000,,
,,,17,,,,,,,,,,,906,564,,,,,,,1729,,,,,,,,,,,,{},1151,,"Ortho Kinematics, Inc.",,,,17,,,,,,,,{},,1151,,,
6,,181847,347,,19,22500,20,,,124,,,,165,284,157,37088,,22,,,1730,,44,297,5,81,,35,229,,199,,{},15404,9,"Ortho Organizers, Inc.",6911,20,9355,548,20,103,,17407,44500,,82,{},14,525122,199166,,
,1,,,,,,,,,,,,10,315,,,,,,165828,,1731,,,,,,,,,,,,{},,,"Ortho Restore, LLC",,,,1,,,,,,,,{},,165828,,,
,,,41,156,,170,,,,203,,,,401,504,,6920,,,,,1732,,,,,31,,,394,351928,391,,{},1858,,"Ortho Clinical Diagnostics, Inc.",,10,,109,27,,10,,,,,{},,92239,83289,,
,,,468,131,,,,,,219,,,,374,229,51,8828,,19,,,1733,,,,,59,,,,537274,356,,{},28139,,Orthofix International N.V.,,,322845,546,19,,25,,,,,{},,107483,70515,,
,,,,,,,,,,,,,,1003,,,,,,,,1734,,,,,,,,,,,,{},,,Orthopaedic Implant Company,,,,0,,,,,,,,{},,0,,,
,2,,193,,,,,,,443,,,23,338,268,79,23817,,14,77500,,1735,,,,,14,,,,,244,,{},18663,,Orthopediatrics Corp,,,97662,217,8,,,,,,,{},,132421,12440,,
,,,,,,,,,,,,,,1003,,88,,,4,,,1736,,,,,,,,,,,,{},,,Orthopediatrics Corp.,,,68700,0,,,,,,,,{},,0,,,
,1,,,,,43280,,,,,,,48,429,,,23324,,,13820,,1737,,,,,26,,,189,,247,,{},,,"Orthopedic Sciences, Inc.",,14,,41,,,,,,,,{},,80425,,,
2,15,,15,,56,,,,,,,,50,689,556,151,437,,5,10000,,1738,,,,,1,,,,,586,,{},1269,,"Orthopro, LLC",,,11018,33,,,,,2500,,,{},,14206,,,
,,,1,,,,,,,,,,,978,740,,,,,,,1739,,,,,,,,,,,,{},145,,"Ortho Stat Caribbean, Corp.",,,,1,,,,,,,,{},,145,,,
,,,,290,,,,,,392,,,,655,,,,,,,,1740,,,,,,,,,49711,,,{},,,Osprey Medical Inc.,,,,11,11,,9,,,,,{},,19250,19250,,
,,,5,,,,,,,,,,,855,572,122,1625,,1,,,1741,,,,,1,,,,,512,,{},1044,,"Osseus Fusion Systems, LLC",,,30000,6,,,,,,,,{},,2670,,,
,,,,,,,,27,,,,36,,391,,,,,,,95371,1742,,,,1,,,,,,,,{},,,Osteogenics Biomedical Inc.,725,,,28,,,,,,,137,{},,96096,,,
,,,1395,,,,4,,,574,,,,288,197,101,142735,,2,,,1743,,,,,223,,,,,88,,{},39462,,Osteomed LLC,,,59178,1624,2,181,,3464,,,,{},,186662,1000,,
,,810243,6,,,,,,97,,25823,,,129,651,,17031,20,,,,1744,,,,,68,,15,,,289,,{},450,1,Osteoready LLC,,,,109,,,,,,,,{},,853547,,,
,,,91904,11,,16538,12131,,6,1,1120061,,,6,13,,1562373,10,,,,1745,96578,,,,16338,,,239,33589691,11,,{},1929203,,"Otsuka America Pharmaceutical, Inc.",,18,,126178,5700,6,1515,787099,,77,,{},,14970526,9458671,,14
,,,90,311,,91193,,3,,225,,131,,219,373,25,145901,,1,,4000,1746,,,,,169,,,151,30000,87,,{},6872,,"Otsuka Pharmaceutical Co., Ltd.",,16,1343963,299,21,,1,,,,,{},,315141,67174,,
,,,,,,,,,,,,,,283,,,,,,,,1747,,,,4,,191675,,,,,32,{},,,"Owens & Minor Distribution, Inc.",49,,,36,,,,,,,184,{},,191724,,4,
,11,,,,,134451,,,,,,,27,280,,,,,,65000,,1748,,,,,,,,131,,,,{},,,"Ozark Cryosurgery, LLC",,5845,,5856,,,,,,,,{},,199451,,,
,,,124,,,,168,,,,,,,490,416,,3149,,,,,1749,,,,,18,,,,,458,,{},4334,,"Pacific Medical, Inc.",,,,310,,59,,50302,,,,{},,57787,,,
,,,3079,113,,191738,158,,27,97,295095,,,117,91,,60015,16,,,,1750,,,,,86,,,109,712574,147,,{},175766,,Pacira Pharmaceuticals Inc.orporated,,112,,3697,246,238,87,790,,,,{},,1003614,280208,,
,,,,281,,,,,116,,15000,,,680,,,,1,,,,1751,,,,,,,,,55900,,,{},,,Panasonic Corporation Of North America,,,,1,,,2,,,,,{},,15000,,,
,,,,,,,,,,,,,,521,,,,,,,,1752,,,,115,,,,,,,,{},,,Panoramic Rental Corp.,45866,,,115,,,,,,,37,{},,45866,,,
,,,7234,135,,,,,,318,,,,329,119,,,,,,,1753,,,,22,,,,,504065,,,{},110888,,"Par Pharmaceutical, Inc.",176,,,7260,4,,40,,,,164,{},,145264,34200,,
25,,,139,,20,,,,,475,,,,408,348,,29506,,,,,1754,,,,,58,,,,,225,,{},7996,,"Paradigm Spine, LLC",,,,226,4,,,,41850,,,{},,87852,8500,,
,,,137,,,,,,,,,,,744,352,,1645,,,,,1755,,,,,4,,,,,510,,{},7928,,"Paragon 28, Inc.",,,,141,,,,,,,,{},,9573,,,
,,,,,,,,,,,,,,1003,,86,,,16,,,1756,,,,,,,,,,,,{},,,"Pari Respiratory Equipment, Inc.",,,79588,0,,,,,,,,{},,0,,,
,,,7,,,,,,,,,,,894,636,,930,,,,,1757,,,,,2,,,,,558,,{},539,,"Pdp Holdings, LLC",,,,9,,,,,,,,{},,1470,,,
,3,,8,,,,,,,,,,62,877,511,,,,,300,,1758,,,,,,,,,,,,{},1778,,Pediatric Federation LLC,,,,11,,,,,,,,{},,2078,,,
,,,29,,,,5,,,,,,,732,552,,8943,,,,,1759,,,,,39,,,,,353,,{},1291,,Peerless Surgical Inc.,,,,73,,267,,412,,,,{},,10646,,,
,,,6,,,,,1,,,,171,,666,685,,15361,,,,1300,1760,,,,,2,,,,,300,,{},300,,"Pentax Medcial Shanghai Co., Ltd.",,,,9,,,,,,,,{},,16961,,,
,,,89,289,,165361,,2,47,256,120950,126,,202,336,,904,11,,,4500,1761,10000,,,8,3,,,118,50000,560,,{},8994,,"Pentax Of America, Inc.",15069,1,,129,14,,1,,,1,58,{},,379779,54000,,76
,,,937,157,,,,26,157,523,4000,33,,212,182,,167973,2,,,102328,1762,20900,,,7,210,,,,347444,80,,{},48463,,"Penumbra, Inc.",3638,,,1200,3,,46,,,15,97,{},,351304,4000,,53
,,,245,143,,,,,,380,,,,630,436,81,,,4,,,1763,,,,,,,,,446541,,,{},3480,,"Pernix Therapeutics Holdings, Inc.",,,91999,246,1,,9,,,,,{},,23480,20000,,
,,,2,93,,,,,104,335,22196,,,505,710,,,1,,,,1764,,,,1,,,,,1118193,,,{},206,,Perrigo Company Plc,540,,,13,9,,47,,,,140,{},,52792,29850,,
30,,,359,349,12,2600,66,5,55,512,83020,82,,242,277,43,32192,5,21,,17500,1765,,,,,39,,,334,15000,216,,{},16375,,"Peter Brasseler Holdings, LLC",,3,498139,508,1,178,1,3550,101770,,,{},,262007,5000,,
,,,166004,2,,7619611,2765,90,1,2,9556300,16,,1,3,,1400017,129,,,313924,1766,5802,,,,5456,401075,,4,90646112,15,30,{},3215287,,Pfizer Inc.,,4434,,180322,1397,40,35099,77036,,17,,{},,29968099,7379043,1,104
,,,5,,,,,1,,,,158,,864,647,,,,,,2000,1767,,,,,,,,,,,,{},472,,Phadia AB,,,,6,,,,,,,,{},,2472,,,
,,,5430,311,,,62,87,,232,,42,,235,111,,10091,,,,69250,1768,,,,,25,,,,30000,346,,{},126201,,Phadia Us Inc.,,,,5617,13,216,2,1494,,,,{},,271942,64905,,
,,,,,,,,,,333,,,,589,,,,,,,,1769,,,,,,,,,,,,{},,,Pharmedium Services LLC,,,,7,7,,,,,,,{},,30109,30109,,
,,,185,,,,,2,,307,,135,,502,324,,2215,,,,3500,1770,,,,,8,2610,,,,485,1,{},9819,,Photocure Inc.,,,,206,10,,,,,,,{},,53994,35850,66,
,,,,,,,,,,,,,,1003,,,,,,,,1771,,,,,,,,,,,,{},,,Physician Discoveries LLC,,,,0,,,,,,,,{},,0,,,
,,,6,,,,,6,,,,134,,814,602,,26,,,,3600,1772,,,,,1,,,,,615,,{},750,,Pierre Fabre Pharmaceuticals Inc.,,,,13,,,,,,,,{},,4377,,,
,,,120,301,,3000,,,53,372,98521,,,334,456,,5564,9,,,,1773,9700,,,,1,,,323,36961,407,,{},2895,,"Pinnacle Biologics, Inc.",,2,,139,1,,3,,,6,,{},,140931,21250,,79
,,,108,,,,10,,,,,,,823,434,,,,,,,1774,,,,,,,,,,,,{},3502,,"Pinnacle, Inc.",,,,118,,261,,482,,,,{},,3984,,,
,,,51,,,,7,,,285,,,,477,433,,7826,,,,,1775,3981,,,,14,,,,,374,,{},3511,,"Pivot Medical, Inc.",,,,97,23,189,,3030,,2,,{},,61957,43606,,112
,,,24,,,25718,80,3,,,,93,,520,646,,918,,,,12500,1776,,,,1,2,,,224,,559,,{},484,,"Planmeca USA, Inc.",250,12,,122,,151,,6262,,,153,{},,46133,,,
,,,2,,,,,,,,,,,967,700,,,,,,,1777,,,,,,,,,,,,{},248,,"Planmed, Inc.",,,,2,,,,,,,,{},,248,,,
,,,68,,,,,,,336,,,,576,486,,830,,,,,1778,,,,,3,,,,,567,,{},2318,,"Plasma Surgical, Inc.",,,,88,17,,,,,,,{},,32808,29658,,
,,,,158,,,,,,,,,,1003,,,,,,,,1779,,,,,,,,,337678,,,{},,,Plexxikon Inc.,,,,0,,,44,,,,,{},,0,,,
,,,6,,,,,,,157,,,,330,652,50,10492,,23,,,1780,,,,,7,,,,,343,,{},443,,"Precision Spine, Inc.",,,353352,63,50,,,,,,,{},,144107,133172,,
,,1407,556,362,,615,1,2,,526,,139,,625,298,,562,,,,3250,1781,,,,7,2,,3,375,11300,575,,{},13544,48,"Precision Therapeutics, Inc.",207,2,,574,1,258,2,500,,,158,{},,24071,3983,,
,,14450,46,,,,8,,188,,563,,,577,614,145,6509,4,2,,,1782,,,,120,1,,12,,,395,,{},684,20,Premier Dental Products Company,10392,,15913,191,,278,,200,,,71,{},,32800,,,
,,,17,,,,4,,,,,,,758,657,,7429,,,,,1783,,,,,25,,,,,380,,{},429,,Procedural Orthopedics Inc.,,,,46,,235,,918,,,,{},,8778,,,
,,,8,,,3000,37,,,,,,,601,742,,5973,,,,,1784,3125,,,,21,,,323,,400,,{},137,,"Prodigy Surgical Distribution, Inc.",,3,,71,,107,,16103,,2,,{},,28339,,,120
,,,1,,,,,,,,,,,670,536,,,,,,,1785,,,,,,14700,,,,,4,{},1500,,"Professional Hospital Supply, Inc.",,,,5,,,,,,,,{},,16200,,35,
,,,2607,237,,391425,4333,,,543,,,,148,130,,56730,,,,,1786,,,,8,160,,,79,118725,156,,{},95944,,Prometheus Laboratories Inc.,102,206,,7463,149,39,48,77657,,,177,{},,624479,2620,,
,,,,,,,,,,,,,,1003,,139,,,3,,,1787,,,,,,,,,,,,{},,,"Promex Technologies, LLC",,,21238,0,,,,,,,,{},,0,,,
,,,1579,,,,1,,,101,,,,215,187,,28624,,,,,1788,,,,,85,,,,,229,,{},44174,,Promius Pharma LLC,,,,1745,80,309,,10,,,,{},,339698,266888,,
,,,50,,,,,,,,,,,922,598,,,,,,,1789,,,,,,,,,,,,{},804,,Pronova Corporation,,,,50,,,,,,,,{},,804,,,
,,,667,287,,,,3,,,,111,,652,308,,447,,,,7800,1790,,,,,5,,,,52025,583,,{},11510,,"Prostrakan, Inc.",,,,675,,,1,,,,,{},,19757,,,
,,,6,,,,,,,,,,,752,756,,,,,,,1791,,,,,,8941,,,,,38,{},110,,Pss World Medical Inc.,,,,44,,,,,,,,{},,9051,,46,
,,,,,,,,,,,,,,1003,,,,,,,,1792,,,,,,,,,,,,{},,,Pulmonx Corporation,,,,0,,,,,,,,{},,0,,,
,,,5,294,,29896,,,,,,,,587,728,,,,,,,1793,,,,3,,,,214,47844,,,{},168,,Pulpdent Corporation,191,23,,31,,,4,,,,162,{},,30256,,,
,,,23818,218,,1037827,62,,101,17,23105,,,49,51,130,43846,16,1,,,1794,3300,,,5,169,,,42,142736,187,,{},422826,,Purdue Pharma L.P.,58,1139,25000,25315,102,217,12,1467,,4,183,{},,3433506,1901074,,118
,,,,,,,,,,,,,,238,,,,,,,,1795,,,,4726,,,,,,,,{},,,"Purelife, LLC",265789,,,4726,,,,,,,9,{},,265789,,,
,,,23,,,,14,,,,,,,825,593,,,,,,,1796,,,,,,,,,,,,{},855,,Pylant Medical,,,,37,,187,,3113,,,,{},,3968,,,
2,,,419,,46,43817,6,7,63,222,66323,178,,244,244,,8198,18,,,862,1797,,72,12,33,16,,,187,,368,,{},21648,,Qiagen Sciences LLC,38310,54,,562,6,289,,85,4352,,45,{},1,253181,69569,,
,,,48,199,,,,9,,349,,146,,542,376,166,3537,,1,,2700,1798,,49,208,55,7,,,,185987,445,,{},6738,,"Qol Medical, LLC",2283,,5775,129,6,,28,,,,109,{},4,40713,25245,,
,,,42,,,,,,,,,,,686,337,146,3358,,6,,,1799,,,,,7,2200,,,,453,1,{},8832,,Quest Medical Inc.,,,14190,50,,,,,,,,{},,14390,,72,
,,,31,,,,13,,,,,,,743,551,,4701,,,,,1800,,,,,19,,,,,420,,{},1322,,Quest Medical LLC,,,,63,,177,,3664,,,,{},,9688,,,
,,,15325,78,,3992,2344,1301,,185,,2,,46,48,,551107,,,,2469318,1801,,,,,2802,,,313,1588848,37,,{},452293,,Questcor Pharmaceuticals,,26,,21843,45,54,37,53169,,,,{},,3624560,94678,,
,,,33,249,,,,,,319,,,,528,478,,6615,,,,,1802,,,,,15,,,,97275,394,,{},2408,,Quidel Corporation,,,,54,6,,12,,,,,{},,43062,34037,,
,,,27,,,,34,,,,,,,638,518,,6401,,,,,1803,,,,,21,,,,,397,,{},1667,,"R&M Distributing, LLC",,,,82,,116,,13414,,,,{},,21483,,,
,,,19,151,,4000,,,,,,,,484,638,,,,,,,1804,,,,29,,,,305,372586,,,{},534,,"Radiometer America, Inc.",45730,2,,52,,,13,,,,38,{},,60364,,,
1,,71000,470,,44,5500,,,,281,,,,314,338,105,16149,,18,,,1805,,,,31,16,,15,292,,297,,{},8572,14,Raintree Essix Inc.,15743,1,50706,538,4,,,,4800,,57,{},,166264,44500,,
,,,26,,,,,,,,,,,869,581,,1365,,,,,1806,,,,,4,,,,,533,,{},941,,"Ramsay Medical, Inc.",,,,30,,,,,,,,{},,2306,,,
,,,136,321,,32403,2469,85,,,,22,,192,138,,,,,,204400,1807,,,,,,20000,,211,25185,,1,{},83432,,Ranbaxy Inc.,,22,,2713,,43,3,66502,,,,{},,406738,,27,
,,,18,286,,,,,,,,,,951,659,,,,,,,1808,,,,,,,,,52300,,,{},407,,"Rapid Pathogen Screening, Inc.",,,,18,,,3,,,,,{},,407,,,
,,,,410,,,40,,,440,,,,467,,,14958,,,,,1809,,,,,13,,,,1280,303,,{},,,Raptor Pharmaceuticals,,,,54,1,67,1,38712,,,,{},,66170,12500,,
,,,5,,,,,,,,,,,984,751,,,,,,,1810,,,,,,,,,,,,{},126,,"Rare Disease Therapeutics, Inc.",,,,5,,,,,,,,{},,126,,,
,,,7,248,,,,,,,,,,888,525,,,,,,,1811,,,,,,,,,97610,,,{},1610,,Raysearch Laboratories AB,,,,7,,,2,,,,,{},,1610,,,
,,,,,,,,,,590,,,,953,,188,,,1,,,1812,,,,,,,,,,,,{},,,Rebiscan,,,800,4,4,,,,,,,{},,400,400,,
,,,35,353,,,3319,1981,,94,,29,,173,580,,13382,,,,124245,1813,1500,,,,54,,,,14747,320,,{},964,,Reckitt Benckiser Pharmaceuticals Inc.,,,,5972,581,55,5,52242,,2,,{},,486019,293684,,139
,,,44,,,,,,,,,,,895,543,,,,,,,1814,,,,,,,,,,,,{},1454,,"Redmedical, LLC",,,,44,,,,,,,,{},,1454,,,
16,,,2919,25,27,407862,105,5,95,73,26000,113,,96,103,164,262634,6,2,,7000,1815,,,,2,943,1100,,77,12598403,67,2,{},146871,,"Regeneron Pharmaceuticals, Inc.",138,274,6000,4423,151,229,1624,1064,21500,,168,{},,1306822,432648,78,
,,,5,,,,5,2,,469,,138,,582,660,,763,,,,3400,1816,,,,,2,,,,,571,,{},404,,"Reichert, Inc.",,,,17,3,101,,17719,,,,{},,31288,9000,,
,,,3,418,,,,,,,,,,915,762,,,,,,,1817,,32,798,,,,,,470,,,{},93,,"Reliance Medical Products, Inc.",,,,10,,,1,,,,,{},7,892,,,
,,,1,363,,,,,,491,,,,676,726,192,,,1,,,1818,,,,1,,7561,,,11250,,1,{},175,,"Remel, Inc.",975,,568,10,7,,1,,,,129,{},,15711,7000,48,
,,,312,,,,,,,571,,,,571,213,,,,,,,1819,,,,,,,,,,,,{},33428,,"Renaissance Pharma, Inc.",,,,315,3,,,,,,,{},,34678,1250,,
,,,3,,,,,,,576,,,,892,690,,392,,,,,1820,,,,,1,,,,,591,,{},283,,Renovis Surgical Technologies Inc.,,,,5,1,,,,,,,{},,1550,875,,
,,,631,116,,15519,,,,551,,,,524,246,,,,,,,1821,,28,1044,31,,,,240,669732,,,{},21550,,Resmed Corp,4513,5,,703,8,,25,,,,93,{},28,45000,2373,,
,,,881,,,5000,,,,,,,,632,278,,1500,,,,,1822,,,,,1,,,295,,524,,{},16373,,"Respiratory Technologies, Inc.",,2,,884,,,,,,,,{},,22873,,,
,,,2,,,,,,,371,,,,618,733,,3833,,,,,1823,,,,,3,,,,,436,,{},159,,Reverse Medical Corporation,,,,10,5,,,,,,,{},,25292,21300,,
1,,,79,,53,,2,,,198,,,,333,475,,49075,,,,,1824,,,,,20,,,,,174,,{},2433,,"Revision Optics, Inc.",,,,118,16,211,,1736,3000,,,{},,142262,86017,,
,,,2,,,,,,,,,,,525,681,180,2136,,2,,,1825,,,,22,4,,,,,488,,{},320,,Richard Allan Scientific Company,42142,,2354,28,,,,,,,43,{},,44599,,,
,,,140,,,77479,,,,,,,,421,406,118,467,,4,,,1826,,,,,2,,,157,,580,,{},4811,,"Rmo, Inc.",,11,34396,153,,,,,,,,{},,82757,,,
,8,,,,,78089,,,,,,,44,384,,,,,,24000,,1827,,,,,,,,156,,,,{},,,"Roanoke Area Surgical Lasers, LLC",,5500,,5508,,,,,,,,{},,102089,,,
,,,2023,87,,,163,,,190,,,,227,183,,38293,,,,,1828,7375,,,,127,5000,,,1341327,196,1,{},48122,,Roche Diagnostics Corporation,,,,2366,49,35,16,98208,,3,,{},,289513,92514,55,97
,,,2,215,,,,,,348,,,,613,731,,,,,,,1829,,,,,,,,,150803,,,{},160,,Roche Diagnostics GmbH,,,,5,3,,5,,,,,{},,25584,25423,,
,,,2,,,,,,,363,,,,547,745,,17507,,,,,1830,,,,,8,,,,,284,,{},133,,Roche Diagnostics International Ltd.,,,,23,13,,,,,,,{},,40194,22554,,
,,,3,65,,,,,,481,,,,766,683,,,,,,,1831,,,,,,,,,2210379,,,{},308,,"Roche Diagnostics Operations, Inc.",,,,22,19,,78,,,,,{},,8400,8092,,
,,,,,,,,,,340,,,,597,,,,,,,,1832,,,,,,,,,,,,{},,,Roche Health Solutions Inc.,,,,7,7,,,,,,,{},,28600,28600,,
,,,10,94,,,,,,298,,,,463,599,,28719,,,,,1833,,,,,26,,,,1105159,227,,{},786,,"Roche Molecular Systems, Inc.",,,,47,11,,22,,,,,{},,67500,37995,,
,20,,,,,,,,,,,,51,767,,,,,,8400,,1834,,,,,,,,,,,,{},,,Rocky Mountain Cryotherapy LP,,,,20,,,,,,,,{},,8400,,,
,,,6,,,,,,,,,,,931,605,,,,,,,1835,,,,1,,,,,,,,{},725,,"Roho, Inc.",17,,,7,,,,,,,194,{},,742,,,
,,,1154,,,,,,,,,,,594,238,,,,,,,1836,,9,4336,21,,,,,,,,{},24723,,"Romark Laboratories, Lc",487,,,1232,,,,,,,142,{},57,29547,,,
,,191570,,138,,2353416,,,,,,,,59,,,,,,,,1837,,,,,,,12,26,486556,,,{},,6,"Roxane Laboratories, Inc.",,54,,66,,,92,,,,,{},,2544987,,,
,,,,,,,,,,,,,,1003,,,,,,,,1838,,,,,,,,,,,,{},,,"Rsb Spine, LLC",,,,0,,,,,,,,{},,0,,,
,,,,,,,,,,,,,,755,,,8682,,,,,1839,,50,194,,14,,,,,358,,{},,,Rt Oncology Services Corporation,,,,19,,,,,,,,{},5,8877,,,
,,,285,358,,,,5,,120,,93,,237,292,84,30043,,38,,12500,1840,,,,,48,,,,13113,222,,{},14170,,"Rti Surgical, Inc.",,,82730,392,54,,3,,,,,{},,266319,209605,,
,,,,,,,,,,,,,,1003,,,,,,,,1841,,,,,,,,,,,,{},,,"S. Alabama Surgical Services GP, LLC",,,,0,,,,,,,,{},,0,,,
,,,3,,,,,,,,,,,916,624,,225,,,,,1842,,,,,1,,,,,603,,{},630,,"S. Alabama Surgical Services, LLC",,,,4,,,,,,,,{},,855,,,
,,,,,,,,,,,,,,815,,,,,,,,1843,,,,8,,3593,,,,,13,{},,,Safco Dental Supply Co.,750,,,21,,,,,,,135,{},,4343,,62,
,,,3,,,,,,,,,,,960,675,,,,,,,1844,,,,,,,,,,,,{},340,,"Safe Orthopaedics, LLC",,,,3,,,,,,,,{},,340,,,
,,,3,,,,,,,,,,,966,695,,,,,,,1845,,,,,,,,,,,,{},264,,"Saferay Spine, LLC",,,,3,,,,,,,,{},,264,,,
,,,8,,,,,,,,,,,946,648,,,,,,,1846,,,,,,,,,,,,{},458,,"Safewire, LLC",,,,8,,,,,,,,{},,458,,,
,,,15139,244,,46000,997,545,35,89,203667,5,,60,42,169,253939,7,1,,895054,1847,52374,,,,966,,,186,103116,69,,{},552949,,"Salix Pharmaceuticals, Ltd.",,18,5513,17803,76,60,10,48813,,55,,{},,2369623,316825,,25
,,,6,,,,,,,,,,,932,606,,,,,,,1848,,,,,,,,,,,,{},721,,"Samsung Electronics America, Inc.",,,,6,,,,,,,,{},,721,,,
,,,4,,,,,,,,,,,921,667,,437,,,,,1849,,,,,2,,,,,585,,{},369,,"San Francisco Surgical Services, LLC",,,,6,,,,,,,,{},,807,,,
,,,2,320,,,,3,,320,,96,,513,653,,2326,,,,10500,1850,,,,,2,,,,25525,479,,{},442,,Sandhill Scientific,,,,17,10,,2,,,,,{},,47018,33750,,
,,,2028,251,,65200,64,,,354,,,,293,173,,25569,,,,,1851,8300,,,,35,,,164,95759,239,,{},51433,,Sandoz Inc.,,33,,2184,21,146,8,6825,,3,,{},,181956,24628,,89
,,,60017,7,,6687281,426,,43,7,160329,,,7,19,181,1533652,23,2,,,1852,,,,11,4809,,,6,52223577,12,,{},1437303,,Sanofi and Genzyme Us Companies,145949,2873,2350,69312,1153,75,14961,30611,,,20,{},,14621039,4625911,,
,,,9536,20,,294868,317,,,282,,,,154,93,,45629,,,,,1853,,,,,376,500,,87,19076755,179,1,{},172139,,Sanofi Pasteur Inc.,,278,,10540,32,114,2383,13753,,,,{},,571087,44197,81,
,,,10970,217,,785437,69,3,,249,,129,,104,71,13,59740,,2,,4100,1854,,,,,328,,,47,146964,150,,{},233442,,"Santarus, Inc.",,623,3335927,12022,29,108,36,16100,,,,{},,1155896,57075,,
,,,46,,,,,,,,,,,797,452,,2527,,,,,1855,,,,,8,,,,,473,,{},2990,,Seapearl Inc.,,,,54,,,,,,,,{},,5518,,,
,,,64,,,,,,,,,,,785,462,28,3995,,63,,,1856,,,,,36,,,,,432,,{},2763,,"Seaspine, Inc.",,,1105039,100,,,,,,,,{},,6758,,,
,,,1849,24,,236891,3,308,,554,,13,,128,145,,47338,,,,485768,1857,,,,,305,2500,,100,13635041,177,1,{},79013,,"Seattle Genetics, Inc.",,108,,2576,2,304,570,21,,,,{},,853784,2250,67,
,15,,,,,,,,,,,,56,788,,,,,,6660,,1858,,,,,,,,,,,,{},,,Sefl Cryo Associates LLC,,,,15,,,,,,,,{},,6660,,,
,,,,161,,,,,,,,,,1003,,,,,,,,1859,,,,,,,,,322133,,,{},,,Seikagaku Corporation,,,,0,,,72,,,,,{},,0,,,
,,,,352,,,,,,568,,,,899,,195,,,1,,,1860,,,,,,,,,14900,,,{},,,Sekisui Diagnostics LLC,,,219,1,1,,2,,,,,{},,1312,1312,,
,,,,,,,,,,,,,,1003,,,,,,,,1861,,,,,,,,,,,,{},,,Senate Surgical Distribution LLC,,,,0,,,,,,,,{},,0,,,
,,,19,,,,,,,,,,,678,699,,,,,,,1862,,13,3803,15,,10920,,,,,3,{},252,,"Seneca Medical, Inc.",300,,,87,,,,,,,149,{},50,15276,,39,
,,,74,,,9571,,1,,394,,148,,559,404,,1188,,,,2500,1863,,,,5,1,,,267,,538,,{},4820,,Sensus Healthcare LLC,207,1,,89,7,,,,,,160,{},,37465,19178,,
11,,,31,269,35,94380,65,,,408,,,,342,609,,,,,,,1864,,61,70,1,,,,148,75000,,,{},706,,Septodont Inc.,10,550,,664,5,160,4,5026,10700,,197,{},1,128021,17128,,
,2,,,,,1200,,,,,,,16,373,,,,,,106329,,1865,,,,,,,,362,,,,{},,,"Sequoia Surgical Distributors, LLC",,4,,6,,,,,,,,{},,107529,,,
,,,2,,,,,,,,,,,999,793,,,,,,,1866,,,,,,,,,,,,{},29,,"Seyer Pharmatec, Inc.",,,,2,,,,,,,,{},,29,,,
,,,17909,,,1404225,1668,,,115,,,,58,38,,465169,,,,,1867,,,,,1292,,,33,,42,,{},591727,,Shionogi Inc.,,675,,21584,40,141,,7948,,,,{},,2684794,215724,,
7,,,34153,16,36,566313,483,,94,62,26800,,,70,37,143,152431,5,5,,,1868,7625,,,,296,1000,,63,21225610,84,1,{},631154,,Shire Us Holdings,,241,17310,35349,158,117,2564,13373,9850,5,,{},,1907193,498645,79,93
,,,1117,125,,,674,,134,95,10000,,,176,156,,83413,1,,,,1869,9017,,,,351,,,,598440,118,,{},67024,,"Si Bone, Inc.",,,,2338,193,113,176,13992,,2,,{},,475616,292169,,83
,,,2730,209,,,,,,280,,,,256,95,,14252,,,,,1870,,,,,26,,,,158420,308,,{},168951,,"Sientra, Inc.",,,,2773,17,,379,,,,,{},,227953,44750,,
